id,ra_deg,dec_deg,magnitude,names
star/j042324+205848,65.85,20.98,6.0,
star/j130636+210900,196.65,21.15,6.0,
star/j193336+491536,293.4,49.26,6.0,
star/j101912+482400,154.79999,48.4,6.0,
star/j134312-564612,205.8,-56.77,6.0,
star/j154048+160112,235.20001,16.02,6.0,
star/j170524+004200,256.35,0.7,6.0,
star/j194800+252248,297.0,25.38,6.0,
star/j070936-161348,107.399994,-16.23,6.0,
star/j003936-444800,9.900001,-44.8,6.0,
star/j174124+514912,265.35,51.82,6.0,
star/j063824-165212,99.6,-16.87,6.01,
star/j154724-375512,236.85,-37.92,6.01,
star/j212700+525400,321.75,52.9,6.01,
star/j175212+395848,268.05002,39.98,6.01,
star/j181948+294012,274.95,29.67,6.01,
star/j110448+381424,166.2,38.24,6.01,
star/j130036-333036,195.15001,-33.51,6.01,
star/j121048+271648,182.70001,27.28,6.01,
star/j021124+255624,32.850002,25.94,6.01,
star/j020636+254200,31.649998,25.7,6.01,
star/j013000+182136,22.5,18.36,6.01,
star/j210112+360148,315.30002,36.03,6.01,
star/j070112-585624,105.3,-58.94,6.01,
star/j235700+423936,359.25,42.66,6.01,
star/j082848-094500,127.2,-9.75,6.01,
star/j201236+512736,303.15,51.46,6.01,
star/j204124+143448,310.35,14.58,6.01,
star/j043636+232024,69.15,23.34,6.01,
star/j223300+695436,338.25,69.91,6.01,
star/j000936+794236,2.3999999,79.71,6.01,
star/j015548+015100,28.949999,1.85,6.01,
star/j074048-081124,115.2,-8.19,6.01,
star/j174048-321236,265.2,-32.21,6.01,
star/j152736+250600,231.9,25.1,6.01,
star/j172624+073600,261.6,7.6,6.01,
star/j130148+633636,195.45,63.61,6.01,
star/j135848+143900,209.7,14.65,6.01,
star/j143036+044612,217.65001,4.77,6.01,
star/j014912+475400,27.300001,47.9,6.01,
star/j102024+541312,155.1,54.22,6.01,
star/j092624-012736,141.59999,-1.46,6.01,
star/j103600-162024,159.0,-16.34,6.01,
star/j131912+350748,199.79999,35.13,6.01,
star/j082512-210300,126.3,-21.05,6.01,
star/j060636+293036,91.65,29.51,6.01,
star/j080000-485848,120.0,-48.98,6.01,
star/j130936+372512,197.4,37.42,6.01,
star/j200112-224424,300.30002,-22.74,6.01,
star/j033900-275624,54.75,-27.94,6.01,
star/j225248+600600,343.19998,60.1,6.01,
star/j204948+123224,312.45,12.54,6.01,
star/j043148+155100,67.950005,15.85,6.01,
star/j101912-123148,154.79999,-12.53,6.01,
star/j004348-120036,10.950001,-12.01,6.01,
star/j032924-064800,52.35,-6.8,6.01,
star/j095100-041424,147.75,-4.24,6.01,
star/j235548+472136,358.95,47.36,6.01,
star/j070336+123524,105.9,12.59,6.01,
star/j180036+331236,270.15,33.21,6.01,
star/j043336+092436,68.4,9.41,6.01,
star/j102736+094536,156.9,9.76,6.01,
star/j133148-184348,202.95,-18.73,6.01,
star/j040748+150936,61.95,15.16,6.02,
star/j125136+030336,192.9,3.06,6.02,
star/j001500+084912,3.75,8.82,6.02,
star/j063936+281536,99.899994,28.26,6.02,
star/j065848+380300,104.7,38.05,6.02,
star/j071648-231836,109.200005,-23.31,6.02,
star/j183824+394012,279.59998,39.67,6.02,
star/j204048+294836,310.2,29.81,6.02,
star/j091500-582324,138.75,-58.39,6.02,
star/j091612-445400,139.05,-44.9,6.02,
star/j183112-415436,277.80002,-41.91,6.02,
star/j085248-563900,133.2,-56.65,6.02,
star/j074536-434500,116.4,-43.75,6.02,
star/j191236+213300,288.15,21.55,6.02,
star/j214536-710036,326.4,-71.01,6.02,
star/j050148-394312,75.450005,-39.72,6.02,
star/j082436+420036,126.149994,42.01,6.02,
star/j071424-101912,108.6,-10.32,6.02,
star/j095212+022700,148.05,2.45,6.02,
star/j164348+340224,250.95,34.04,6.02,
star/j151236-724612,228.15,-72.77,6.02,
star/j052700-683712,81.75,-68.62,6.02,
star/j145324+190900,223.35,19.15,6.02,
star/j233112-445024,352.80002,-44.84,6.02,
star/j183000-143448,277.5,-14.58,6.02,
star/j164536+010112,251.40001,1.02,6.02,
star/j080148+601912,120.45,60.32,6.02,
star/j140824-745100,212.1,-74.85,6.02,
star/j184424+610300,281.1,61.05,6.02,
star/j075548-435100,118.95,-43.85,6.02,
star/j122736-634724,186.9,-63.79,6.02,
star/j051012+371800,77.55,37.3,6.02,
star/j114424+251312,176.09999,25.22,6.02,
star/j134348+520336,205.95,52.06,6.02,
star/j164312-672548,250.79999,-67.43,6.02,
star/j112248+641948,170.7,64.33,6.02,
star/j124124+624236,190.34999,62.71,6.02,
star/j220036-555248,330.15,-55.88,6.02,
star/j143448+363748,218.7,36.63,6.02,
star/j015848+614200,29.7,61.7,6.02,
star/j191648+470000,289.2,47.0,6.02,
star/j104200+314200,160.5,31.7,6.02,
star/j154236-492924,235.65,-49.49,6.02,
star/j124200-194536,190.5,-19.76,6.02,
star/j161424+732324,243.59999,73.39,6.02,
star/j204012+603000,310.05,60.5,6.02,
star/j031012+265400,47.550003,26.9,6.02,
star/j213036+525736,322.65,52.96,6.02,
star/j023300+150148,38.25,15.03,6.02,
star/j054836+205212,87.15,20.87,6.03,
star/j150712+182624,226.8,18.44,6.03,
star/j101424+211012,153.59999,21.17,6.03,
star/j195700+361500,299.25,36.25,6.03,
star/j175248-353712,268.19998,-35.62,6.03,
star/j175848+361724,269.69998,36.29,6.03,
star/j063712-380900,99.299995,-38.15,6.03,
star/j210636+384348,316.65002,38.73,6.03,
star/j203000+105400,307.5,10.9,6.03,
star/j032400+123748,51.0,12.63,6.03,
star/j191500+201200,288.75,20.2,6.03,
star/j075700+083824,119.25,8.64,6.03,
star/j122400+423224,186.0,42.54,6.03,
star/j075212+191948,118.049995,19.33,6.03,
star/j193600+365624,294.0,36.94,6.03,
star/j191948+113148,289.95,11.53,6.03,
star/j013524-580824,23.85,-58.14,6.03,
star/j105624+420036,164.09999,42.01,6.03,
star/j075100+540748,117.75,54.13,6.03,
star/j053712-055624,84.299995,-5.94,6.03,
star/j004612+445136,11.549999,44.86,6.03,
star/j082436-044312,126.149994,-4.72,6.03,
star/j142324-504612,215.85,-50.77,6.03,
star/j050148+610448,75.450005,61.08,6.03,
star/j025248-124612,43.2,-12.77,6.03,
star/j055700+241500,89.25,24.25,6.03,
star/j084424-654948,131.09999,-65.83,6.03,
star/j223936+373524,339.9,37.59,6.03,
star/j235436-401800,358.65,-40.3,6.03,
star/j051348-520148,78.45,-52.03,6.03,
star/j065700+573336,104.25,57.56,6.03,
star/j225324-483600,343.34998,-48.6,6.03,
star/j081312+163036,123.3,16.51,6.03,
star/j031800-665548,49.5,-66.93,6.03,
star/j164836-145436,252.15,-14.91,6.03,
star/j062812+703224,97.049995,70.54,6.03,
star/j161312-534012,243.29999,-53.67,6.03,
star/j171948-174536,259.95,-17.76,6.03,
star/j192436-275212,291.15,-27.87,6.03,
star/j071200-631124,108.0,-63.19,6.03,
star/j065324-283224,103.35,-28.54,6.03,
star/j235548+572436,358.95,57.41,6.03,
star/j032812+224800,52.05,22.8,6.03,
star/j181724-340636,274.35,-34.11,6.03,
star/j010448+053936,16.2,5.66,6.03,
star/j025212-625436,43.05,-62.91,6.03,
star/j122512+235548,186.3,23.93,6.03,
star/j065248+354724,103.200005,35.79,6.03,
star/j110036+425436,165.15001,42.91,6.03,
star/j065512-024800,103.8,-2.8,6.03,
star/j060112-252512,90.3,-25.42,6.04,
star/j055248+335512,88.200005,33.92,6.04,
star/j103148-281424,157.95,-28.24,6.04,
star/j005100+614836,12.75,61.81,6.04,
star/j061124+133824,92.85,13.64,6.04,
star/j173636+304724,264.15002,30.79,6.04,
star/j050636-130712,76.65,-13.12,6.04,
star/j060300+495436,90.75,49.91,6.04,
star/j054724-103148,86.85,-10.53,6.04,
star/j153600+111612,234.0,11.27,6.04,
star/j195100-653600,297.75,-65.6,6.04,
star/j222248+622512,335.69998,62.42,6.04,
star/j155624-395136,239.09999,-39.86,6.04,
star/j092024-373448,140.1,-37.58,6.04,
star/j091012+220000,137.55,22.0,6.04,
star/j024536+044236,41.4,4.71,6.04,
star/j003524-544912,8.849999,-54.82,6.04,
star/j061836-150112,94.65,-15.02,6.04,
star/j184348+363336,280.94998,36.56,6.04,
star/j054048+312136,85.2,31.36,6.04,
star/j060112+273412,90.3,27.57,6.04,
star/j221236-141124,333.15,-14.19,6.04,
star/j134724-094236,206.85,-9.71,6.04,
star/j091048+305736,137.70001,30.96,6.04,
star/j190112+334800,285.30002,33.8,6.04,
star/j103148-450412-2,157.95,-45.07,6.04,
star/j044836+033524,72.15,3.59,6.04,
star/j143824-384724,219.6,-38.79,6.04,
star/j173148-460224,262.95,-46.04,6.04,
star/j184500-610600,281.25,-61.1,6.04,
star/j081948+035700,124.95,3.95,6.04,
star/j064536-232736,101.4,-23.46,6.04,
star/j205548+043148,313.95,4.53,6.04,
star/j225436-700412,343.65,-70.07,6.04,
star/j072512-215848,111.3,-21.98,6.04,
star/j143748-675548,219.45,-67.93,6.04,
star/j161948+210748,244.95,21.13,6.04,
star/j053524-784912,83.850006,-78.82,6.04,
star/j155848+495248,239.7,49.88,6.04,
star/j194912-284724,297.3,-28.79,6.04,
star/j181312+384612,273.3,38.77,6.04,
star/j103900-122624,159.75,-12.44,6.04,
star/j131912-720224,199.79999,-72.04,6.04,
star/j194348+340936,295.94998,34.16,6.04,
star/j184948-730000,282.45,-73.0,6.04,
star/j044612-392136,71.55,-39.36,6.04,
star/j210148-265248,315.45,-26.88,6.04,
star/j165924+564124,254.84999,56.69,6.04,
star/j232100-501836,350.25,-50.31,6.04,
star/j020300+775512,30.75,77.92,6.04,
star/j011612+330636,19.05,33.11,6.04,
star/j083412+082700,128.54999,8.45,6.04,
star/j011500+070000,18.75,7.0,6.04,
star/j115924-514200,179.84999,-51.7,6.04,
star/j090036-431012,135.15001,-43.17,6.04,
star/j050448-030224,76.2,-3.04,6.04,
star/j102848-034424,157.2,-3.74,6.05,
star/j114348-064048,175.95,-6.68,6.05,
star/j091124-391536,137.84999,-39.26,6.05,
star/j190748-283824,286.94998,-28.64,6.05,
star/j121648-164124,184.2,-16.69,6.05,
star/j002812+162700,7.05,16.45,6.05,
star/j211500-172100,318.75,-17.35,6.05,
star/j113300-161648,173.25,-16.28,6.05,
star/j050224+741612,75.6,74.27,6.05,
star/j164348-380936,250.95,-38.16,6.05,
star/j062548+231948,96.45,23.33,6.05,
star/j043824-773936,69.6,-77.66,6.05,
star/j021424+663112,33.6,66.52,6.05,
star/j144724-211912,221.85,-21.32,6.05,
star/j123112+073600,187.8,7.6,6.05,
star/j121236-700900,183.15,-70.15,6.05,
star/j174012+311200,265.05,31.2,6.05,
star/j052100-342100,80.25,-34.35,6.05,
star/j092400-514424,141.0,-51.74,6.05,
star/j154836-522624,237.15001,-52.44,6.05,
star/j135400-283412,208.5,-28.57,6.05,
star/j170112-862136,255.3,-86.36,6.05,
star/j122812-642024,187.05,-64.34,6.05,
star/j062212+592212,95.549995,59.37,6.05,
star/j201948-010448,304.95,-1.08,6.05,
star/j061648-224236,94.200005,-22.71,6.05,
star/j041348+720748,63.45,72.13,6.05,
star/j063712+060824,99.299995,6.14,6.05,
star/j025624+470936,44.100002,47.16,6.05,
star/j181536-183936,273.9,-18.66,6.05,
star/j030448+015136,46.199997,1.86,6.05,
star/j115400-572436,178.5,-57.41,6.05,
star/j002812+101124,7.05,10.19,6.05,
star/j054312+563448,85.799995,56.58,6.05,
star/j014800-801048,27.0,-80.18,6.05,
star/j063936-234200,99.899994,-23.7,6.05,
star/j095812+081836,149.55,8.31,6.05,
star/j075136-425324,117.9,-42.89,6.05,
star/j173148-261612,262.95,-26.27,6.05,
star/j153900-390748,234.75,-39.13,6.05,
star/j075848+163112,119.7,16.52,6.05,
star/j034948+221424,57.449997,22.24,6.05,
star/j035848-570600,59.7,-57.1,6.05,
star/j004236-382736,10.65,-38.46,6.05,
star/j165848-373712,254.7,-37.62,6.05,
star/j021348+472848,33.45,47.48,6.05,
star/j082848+240900,127.2,24.15,6.05,
star/j151612-432848,229.05,-43.48,6.05,
star/j163748-063224,249.44998,-6.54,6.05,
star/j120224-853748,180.6,-85.63,6.05,
star/j212136+323636,320.40002,32.61,6.05,
star/j094836-562436,147.15001,-56.41,6.05,
star/j020936+811800,32.4,81.3,6.05,
star/j175248-340636,268.19998,-34.11,6.05,
star/j101348+270824,153.45,27.14,6.05,
star/j104948+275812,162.45,27.97,6.05,
star/j082624-524836,126.59999,-52.81,6.05,
star/j092700-645548,141.75,-64.93,6.05,
star/j072924-150000,112.35,-15.0,6.05,
star/j112324+000748,170.85,0.13,6.05,
star/j084312-790412,130.8,-79.07,6.05,
star/j075924+131424,119.85,13.24,6.05,
star/j175512-362848,268.8,-36.48,6.05,
star/j131048-523412,197.70001,-52.57,6.05,
star/j074236+340000,115.65,34.0,6.05,
star/j035700+231048,59.25,23.18,6.05,
star/j092400-392548,141.0,-39.43,6.05,
star/j114912+161424,177.29999,16.24,6.05,
star/j165512+254348,253.8,25.73,6.06,
star/j131648-650824,199.2,-65.14,6.06,
star/j205700+002736,314.25,0.46,6.06,
star/j004124+243748,10.35,24.63,6.06,
star/j161500-252848,243.75,-25.48,6.06,
star/j003600-225024,9.0,-22.84,6.06,
star/j111724-674912,169.35,-67.82,6.06,
star/j162700+022100,246.75002,2.35,6.06,
star/j143900-463448,219.75,-46.58,6.06,
star/j142924-764348,217.34999,-76.73,6.06,
star/j025812+383636,44.55,38.61,6.06,
star/j071912-191648,109.8,-19.28,6.06,
star/j095736-482436,149.4,-48.41,6.06,
star/j193112+705924,292.80002,70.99,6.06,
star/j004424-623000,11.1,-62.5,6.06,
star/j145624-323824,224.09999,-32.64,6.06,
star/j042624+083524,66.6,8.59,6.06,
star/j184612+412624,281.55002,41.44,6.06,
star/j184800+314536,282.0,31.76,6.06,
star/j144500-012512,221.25,-1.42,6.06,
star/j170824-010448,257.09998,-1.08,6.06,
star/j045024-411912,72.600006,-41.32,6.06,
star/j124236-555700,190.65,-55.95,6.06,
star/j010336+012212,15.9,1.37,6.06,
star/j075100+331348,117.75,33.23,6.06,
star/j181648-510412,274.2,-51.07,6.06,
star/j043336-104724,68.4,-10.79,6.06,
star/j102248+063224,155.7,6.54,6.06,
star/j215848-211048,329.69998,-21.18,6.06,
star/j234424-702924,356.1,-70.49,6.06,
star/j170412+133412,256.05,13.57,6.06,
star/j195324+594236,298.34998,59.71,6.06,
star/j045436+440336,73.649994,44.06,6.06,
star/j214236+104912,325.65,10.82,6.06,
star/j041500+572736,63.75,57.46,6.06,
star/j192136+793600,290.40002,79.6,6.06,
star/j224236-441500,340.65,-44.25,6.06,
star/j030524+403448,46.35,40.58,6.06,
star/j121724-654124,184.35,-65.69,6.06,
star/j110036-315024,165.15001,-31.84,6.06,
star/j073900-531612,114.75,-53.27,6.06,
star/j132248-720900,200.7,-72.15,6.06,
star/j143000+314724,217.5,31.79,6.06,
star/j205212-331048,313.05002,-33.18,6.06,
star/j034424+483112,56.1,48.52,6.06,
star/j074536-144124,116.4,-14.69,6.06,
star/j103036+641536,157.65001,64.26,6.07,
star/j214124+404836,325.35,40.81,6.07,
star/j211048+100300,317.7,10.05,6.07,
star/j151312-193900,228.3,-19.65,6.07,
star/j064648-210112,101.700005,-21.02,6.07,
star/j224836+625624,342.15,62.94,6.07,
star/j183600+652924,279.0,65.49,6.07,
star/j190748+165100,286.94998,16.85,6.07,
star/j170336-470936,255.9,-47.16,6.07,
star/j084536-252324,131.40001,-25.39,6.07,
star/j031500+423000,48.75,42.5,6.07,
star/j163112-263224,247.8,-26.54,6.07,
star/j040824+374348,62.1,37.73,6.07,
star/j133112+420636,202.8,42.11,6.07,
star/j164724+020336,251.85,2.06,6.07,
star/j024200-031236,40.5,-3.21,6.07,
star/j082624-390336,126.59999,-39.06,6.07,
star/j011012+154012,17.55,15.67,6.07,
star/j165400-414948,253.5,-41.83,6.07,
star/j164500+431312,251.25,43.22,6.07,
star/j144724-521236,221.85,-52.21,6.07,
star/j181048-473036,272.7,-47.51,6.07,
star/j141048-701836,212.70001,-70.31,6.07,
star/j110636-584048,166.65,-58.68,6.07,
star/j101124-584948,152.84999,-58.83,6.07,
star/j074912+132212,117.3,13.37,6.07,
star/j182736+034500,276.9,3.75,6.07,
star/j001800+111236,4.5,11.21,6.07,
star/j110936+671236,167.4,67.21,6.07,
star/j212248+301836,320.69998,30.31,6.07,
star/j121048-375212,182.70001,-37.87,6.07,
star/j071200+053900,108.0,5.65,6.07,
star/j062700-255136,96.75,-25.86,6.07,
star/j032436+204800,51.15,20.8,6.07,
star/j005324+372512,13.349999,37.42,6.07,
star/j164048+245136,250.20001,24.86,6.07,
star/j081424-320824,123.6,-32.14,6.07,
star/j143300-304236,218.25,-30.71,6.07,
star/j190448+304348,286.2,30.73,6.07,
star/j152400+451612,231.0,45.27,6.07,
star/j160224-290824,240.6,-29.14,6.07,
star/j061348+511012,93.45,51.17,6.07,
star/j203936+403448,309.9,40.58,6.07,
star/j020900-174648,32.25,-17.78,6.07,
star/j061536+060412,93.9,6.07,6.07,
star/j023636+313636,39.149998,31.61,6.07,
star/j085512-075812,133.8,-7.97,6.07,
star/j164124-242812,250.35,-24.47,6.07,
star/j233936-463824,354.9,-46.64,6.07,
star/j233036+383936,352.65,38.66,6.07,
star/j090148+275400,135.45,27.9,6.07,
star/j160336+045924,240.9,4.99,6.07,
star/j210036-173148,315.15,-17.53,6.07,
star/j211312+363748,318.3,36.63,6.07,
star/j101312-595512,153.3,-59.92,6.07,
star/j123000+584612,187.5,58.77,6.07,
star/j012400+784348,21.0,78.73,6.07,
star/j213936-103448,324.9,-10.58,6.07,
star/j141048-694312,212.70001,-69.72,6.07,
star/j015548-605136,28.949999,-60.86,6.07,
star/j234348-450448,355.94998,-45.08,6.08,
star/j105512-421500,163.8,-42.25,6.08,
star/j212624+192248,321.6,19.38,6.08,
star/j031124-034836,47.850002,-3.81,6.08,
star/j051348+015812,78.45,1.97,6.08,
star/j193000+025400,292.5,2.9,6.08,
star/j002436-021312,6.15,-2.22,6.08,
star/j194124-655100,295.35,-65.85,6.08,
star/j145848-045924,224.7,-4.99,6.08,
star/j061124-262848,92.85,-26.48,6.08,
star/j220824+253224,332.09998,25.54,6.08,
star/j140336-412512,210.90001,-41.42,6.08,
star/j121048-611648,182.70001,-61.28,6.08,
star/j171424-565324,258.6,-56.89,6.08,
star/j042136-254348,65.4,-25.73,6.08,
star/j005548+271236,13.95,27.21,6.08,
star/j164048+122400,250.20001,12.4,6.08,
star/j095212-163148,148.05,-16.53,6.08,
star/j090148+053824,135.45,5.64,6.08,
star/j103900-742924,159.75,-74.49,6.08,
star/j185136-031912,282.90002,-3.32,6.08,
star/j171648-061424,259.2,-6.24,6.08,
star/j050600+590112,76.5,59.02,6.08,
star/j101612-111200,154.05,-11.2,6.08,
star/j202548-404800,306.45,-40.8,6.08,
star/j232248-600336,350.69998,-60.06,6.08,
star/j174012-020900,265.05,-2.15,6.08,
star/j170336+344724,255.9,34.79,6.08,
star/j234724+464948,356.85,46.83,6.08,
star/j041836-525136,64.65,-52.86,6.08,
star/j203900+214912,309.75,21.82,6.08,
star/j200524-671912,301.35,-67.32,6.08,
star/j194312+304048,295.8,30.68,6.08,
star/j081124+094912,122.84999,9.82,6.08,
star/j175736-761048,269.4,-76.18,6.08,
star/j082512+350036,126.3,35.01,6.08,
star/j060300+425436,90.75,42.91,6.08,
star/j063224+114012,98.1,11.67,6.08,
star/j053636+401048,84.15,40.18,6.08,
star/j052736-212248,81.9,-21.38,6.08,
star/j015324-383524,28.35,-38.59,6.09,
star/j112812-722812,172.05,-72.47,6.09,
star/j193036+032624,292.65,3.44,6.09,
star/j175100-530748,267.75,-53.13,6.09,
star/j041236+171648,63.15,17.28,6.09,
star/j063900+220148,99.75,22.03,6.09,
star/j060336+114048,90.9,11.68,6.09,
star/j181012+162848,272.55,16.48,6.09,
star/j022924+093412,37.35,9.57,6.09,
star/j075700-422436,119.25,-42.41,6.09,
star/j174836-552400,267.15,-55.4,6.09,
star/j070600-382248,106.5,-38.38,6.09,
star/j202248+311612,305.69998,31.27,6.09,
star/j070448-220148,106.2,-22.03,6.09,
star/j010524-095848,16.35,-9.98,6.09,
star/j080224+630524,120.6,63.09,6.09,
star/j234836-062248,357.15,-6.38,6.09,
star/j021048+390224,32.7,39.04,6.09,
star/j044948+155400,72.45,15.9,6.09,
star/j035700+060224,59.25,6.04,6.09,
star/j201424-632512,303.6,-63.42,6.09,
star/j015924-660412,29.85,-66.07,6.09,
star/j203600-693636,309.0,-69.61,6.09,
star/j173824-425248,264.59998,-42.88,6.09,
star/j140036-783524,210.15001,-78.59,6.09,
star/j151312-360524,228.3,-36.09,6.09,
star/j175136-453600,267.90002,-45.6,6.09,
star/j052512-441348,81.3,-44.23,6.09,
star/j094724+790824,146.85,79.14,6.09,
star/j212512-714800,321.3,-71.8,6.09,
star/j172548+165512,261.45,16.92,6.09,
star/j050000+530936,75.0,53.16,6.09,
star/j052324+164200,80.85,16.7,6.09,
star/j074048+570448,115.2,57.08,6.09,
star/j122512-274500,186.3,-27.75,6.09,
star/j015924+121724,29.85,12.29,6.09,
star/j191912-153224,289.8,-15.54,6.09,
star/j163000-574536,247.5,-57.76,6.09,
star/j061612+235812,94.05,23.97,6.09,
star/j044424+404724,71.1,40.79,6.09,
star/j061536-090224,93.9,-9.04,6.09,
star/j132924-644048,202.34999,-64.68,6.09,
star/j175512+555812,268.8,55.97,6.09,
star/j103524-433936,158.85,-43.66,6.09,
star/j054500+040036,86.25,4.01,6.09,
star/j214424+284500,326.1,28.75,6.09,
star/j171612-354500,259.05002,-35.75,6.09,
star/j034724+555512,56.85,55.92,6.09,
star/j032548+490712,51.45,49.12,6.09,
star/j145436-655924,223.65,-65.99,6.09,
star/j084800-063336,132.0,-6.56,6.09,
star/j235512-315512,358.8,-31.92,6.09,
star/j110524-110524,166.35,-11.09,6.09,
star/j043412-065024,68.55,-6.84,6.09,
star/j043336+430336,68.4,43.06,6.09,
star/j113824+464948,174.6,46.83,6.09,
star/j161124+164012,242.85,16.67,6.09,
star/j100336-093412,150.90001,-9.57,6.09,
star/j202848-353600,307.19998,-35.6,6.09,
star/j202100-144648-2,305.25,-14.78,6.09,
star/j161536-145100,243.90001,-14.85,6.09,
star/j225548-313748,343.95,-31.63,6.09,
star/j141348-543748,213.45,-54.63,6.09,
star/j041836-225812,64.65,-22.97,6.09,
star/j024200-463112,40.5,-46.52,6.09,
star/j103336-581124,158.40001,-58.19,6.09,
star/j173524-532100,263.85,-53.35,6.09,
star/j185812-310224,284.55,-31.04,6.09,
star/j192248+333112,290.69998,33.52,6.09,
star/j034424+205548,56.1,20.93,6.09,
star/j070636-245736,106.65,-24.96,6.09,
star/j122512-423036,186.3,-42.51,6.1,
star/j203112-150336,307.80002,-15.06,6.1,
star/j015700-514612,29.25,-51.77,6.1,
star/j053712-114648,84.299995,-11.78,6.1,
star/j143036+631124,217.65001,63.19,6.1,
star/j222436-721500-2,336.15,-72.25,6.1,
star/j160412-331236,241.04999,-33.21,6.1,
star/j132400+370148,201.0,37.03,6.1,
star/j131312+184348,198.3,18.73,6.1,
star/j142248-481912,215.7,-48.32,6.1,
star/j193936+335848,294.9,33.98,6.1,
star/j005736+455024,14.4,45.84,6.1,
star/j112212-443900,170.55,-44.65,6.1,
star/j135212+121012,208.05,12.17,6.1,
star/j053600+474312,84.0,47.72,6.1,
star/j091236-070636,138.15,-7.11,6.1,
star/j070712+045436,106.799995,4.91,6.1,
star/j183524+342736,278.85,34.46,6.1,
star/j165100-373036,252.75,-37.51,6.1,
star/j152812-513600,232.05,-51.6,6.1,
star/j145924-430936,224.84999,-43.16,6.1,
star/j065248+385212,103.200005,38.87,6.1,
star/j210000-360748,315.0,-36.13,6.1,
star/j175436-342812,268.65,-34.47,6.1,
star/j050524+011048,76.350006,1.18,6.1,
star/j090636-554800,136.65,-55.8,6.1,
