object_id,name,is_primary
planet/moon,Mesiac,1
planet/neptune,Neptún,1
planet/sun,Slnko,1
planet/uranus,Urán,1
planet/venus,Venuša,1
shower/aquariids,Eta Aquaridy,1
shower/deltaaquariids,Delta Aquaridy,1
shower/geminids,Geminidy,1
shower/leonids,Leonidy,1
shower/lyrids,Lyridy,1
shower/orionids,Orionidy,1
shower/perseids,Perzeidy,1
shower/puppidvelids,Puppid-Velidy,1
shower/quadrantids,Kvadrantídy,1
shower/ursids,Ursidy,1
star/alphard,Alfard,1
star/arcturus,Arktúr,1
star/betelgeuse,Betelgeuze,1
star/canopus,Kanopus,1
star/capella,Kapella,1
star/castor,Kastor,1
star/diphda,Difda,1
star/e_lyrae,Epsilon Lyrae,1
star/mirphak,Mirfak,1
star/polaris,Polárka,1
star/polaris,Polárka,0
star/polaris,Polárka,0
star/procyon,Prokyón,1
star/rasalhague,Ras Alhague,1
star/rigil_kentaurus_a,Alfa Centauri,1
star/rigil_kentaurus_a,Rigil Kentauri A,0
star/rigil_kentaurus_a,Rigel Kentauri A,0
star/rigil_kentaurus_a,Rigil Kent,0
star/sirius,Sírius,1
star/sirius,Sírius,0
star/spica,Spika,1
