object_id,name,is_primary
dso/tarantula_nebula,30 Doradus,0
dso/willman_1,Willman 1,1
dso/willman_1,Beth Willman Galaksisi,0
moon/ariel,Ariel,1
moon/callisto,Callisto,1
moon/deimos,Deimos,1
moon/dione,Dione,1
moon/europa,Europa,1
moon/ganymede,Ganymede,1
moon/iapetus,Iapetus,1
moon/io,Io,1
moon/oberon,Oberon,1
moon/phobos,Phobos,1
moon/rhea,Rhea,1
moon/tethys,Tethys,1
moon/titan,Titan,1
moon/titania,Titania,1
moon/triton,Triton,1
moon/umbriel,Umbriel,1
planet/jupiter,Jüpiter,1
planet/mars,Mars,1
planet/mercury,Merkür,1
planet/moon,Ay,1
planet/neptune,Neptün,1
planet/pluto,Plüton,1
planet/saturn,Satürn,1
planet/sun,Güneş,1
planet/uranus,Uranüs,1
planet/venus,Venüs,1
shower/aquariids,Eta Akuariidler,1
shower/deltaaquariids,Delta Akuariidler,1
shower/geminids,Geminidler,1
shower/leonids,Leonidler,1
shower/lyrids,Liridler,1
shower/orionids,Orionidler,1
shower/perseids,Perseidler,1
shower/puppidvelids,Puppid-Velidler,1
shower/quadrantids,Kuadrantidler,1
shower/ursids,Ursidler,1
star/achernar,Achernar,1
star/acrux,Acrux,1
star/adhara,Adhara,1
star/alcyone,Alcyone,1
star/aldebaran,Aldebaran,1
star/alderamin,Alderamin,1
star/algenib,Algenib,1
star/algieba,Algieba,1
star/algol,Algol,1
star/alhena,Alhena,1
star/alioth,Alioth,1
star/alkaid,Alkaid,1
star/alnair,Alnair,1
star/alnath,Alnath,1
star/alnath,Elnath,0
star/alnilam,Alnilam,1
star/alphard,Alphard,1
star/alphekka,Alphekka,1
star/alphekka,Alphecca,0
star/alpheratz,Alpheratz,1
star/altair,Altair,1
star/ankaa,Ankaa,1
star/antares,Antares,1
star/arcturus,Arcturus,1
star/arneb,Arneb,1
star/betelgeuse,Betelgeuse,1
star/canopus,Canopus,1
star/capella,Capella,1
star/caph,Caph,1
star/castor,Castor,1
star/deneb,Deneb,1
star/denebola,Denebola,1
star/diphda,Diphda,1
star/dubhe,Dubhe,1
star/e_lyrae,ε Lyrae,1
star/enif,Enif,1
star/etamin,Etamin,1
star/etamin,Eltanin,0
star/fomalhaut,Fomalhaut,1
star/hadar,Hadar,1
star/hamal,Hamal,1
star/izar,Izar,1
star/j003712+535400,Fulu,1
star/j004912+574912,Achird,1
star/j005624+591048,Castula,1
star/j010824-551500,Wurren,1
star/j011348+073448,Revati,1
star/j012212+453148,Adhil,1
star/j012548+601424,Ruchbah,1
star/j013112+152100,Alpherg,1
star/j013636+412436,Titawin,1
star/j013748+483748,Nembus,1
star/j014536+090936,Torcular,1
star/j015136-101948,Baten Kaitos,1
