object_id,name,is_primary
dso/m97,Νεφέλωμα Κουκουβάγια,1
dso/ngc_6543,Νεφέλωμα Μάτι της Γάτας,1
dso/north_america_nebula,Νεφέλωμα της Βόρειας Αμερικής,1
dso/omega_centauri,Σφαιρωτό Σμήνος Ωμέγα Κενταύρου,1
dso/omega_centauri,ω Centauri,0
dso/saturn_nebula,Νεφέλωμα του Κρόνου,1
dso/sculptor_galaxy,Γαλαξία του Γλύπτη,1
dso/sculptor_galaxy,Γαλαξίας Ασημένιου Δολαρίου,0
dso/sculptor_galaxy,Γαλαξίας Ασημένιου Νομίσματος,0
dso/sgr_a_star,Sgr A*,1
dso/sgr_a_star,Μαύρη Τρύπα,0
dso/sgr_a_star,Γαλακτικό Κέντρο,0
dso/smc,Νεφέλωμα Μικρό Magellan,1
dso/smc,Νεφέλωμα Μικρό,0
dso/tarantula_nebula,Νεφέλωμα Tarantula,1
dso/tarantula_nebula,30 Doradus,0
dso/willman_1,Willman 1,1
dso/willman_1,Γαλαξία Beth Willman,0
moon/ariel,Αριέλ,1
moon/callisto,Καλλιστώ,1
moon/deimos,Δείμος,1
moon/dione,Διώνη,1
moon/europa,Ευρώπη,1
moon/ganymede,Γανυμήδης,1
moon/iapetus,Ιάπετος,1
moon/io,Ιώ,1
moon/oberon,Οβέρων,1
moon/phobos,Φόβος,1
moon/rhea,Ρέα,1
moon/tethys,Τέθυς,1
moon/titan,Τιτάνας,1
moon/titania,Τιτάνια,1
moon/triton,Τρίτων,1
moon/umbriel,Ουμπριέλ,1
planet/jupiter,Δίας,1
planet/mars,Άρης,1
planet/mercury,Ερμής,1
planet/moon,Σελήνη,1
planet/neptune,Ποσειδώνας,1
planet/pluto,Πλούτωνας,1
planet/saturn,Κρόνος,1
planet/sun,Ήλιος,1
planet/uranus,Ουρανός,1
planet/venus,Αφροδίτη,1
shower/aquariids,ήτα Υδροχοΐδες,1
shower/deltaaquariids,δέλτα Υδροχοΐδες,1
shower/geminids,Διδυμίδες,1
shower/leonids,Λεοντίδες,1
shower/lyrids,Λυρίδες,1
shower/orionids,Ωριωνίδες,1
shower/perseids,Περσείδες,1
shower/puppidvelids,Πρυμνίδες-Ιστιίδες,1
shower/quadrantids,Τεταρτίδες,1
shower/ursids,Αρκτίδες,1
star/achernar,Αχερνάρ,1
star/acrux,Άλφα Νοτίου Σταυρού,1
star/adhara,Αντχάρα,1
star/alcyone,Αλκυόνη,1
star/aldebaran,Αλντεμπαράν,1
star/alderamin,Αλντεραμίν,1
star/algenib,Αλτζενίμπ,1
star/algieba,Αλτζήμπα,1
star/algol,Αλγκόλ,1
star/alhena,Αλένα,1
star/alioth,Άλιοθ,1
star/alkaid,Αλκάιντ,1
star/alnath,Ελ Ναθ,1
star/alnilam,Αλνιλάμ,1
star/alphard,Αλφάρντ,1
star/alphekka,Αλφέκκα,1
star/alpheratz,Αλφεράτζ,1
star/altair,Αλτάιρ,1
star/ankaa,Ανκάα,1
star/antares,Αντάρης,1
star/arcturus,Αρκτούρος,1
star/arneb,Αρνέμπ,1
star/betelgeuse,Μπετελγκέζ,1
star/canopus,Κάνωπος,1
star/capella,Αίγα,1
star/caph,Καφ,1
star/castor,Κάστορας,1
star/deneb,Ντενέμπ,1
star/denebola,Ντενέμπολα,1
star/diphda,Ντίφντα,1
star/dubhe,Ντουμπέ,1
star/e_lyrae,ε Λύρας,1
star/enif,Ενίφ,1
star/etamin,Ελτανίν,1
star/fomalhaut,Φομαλχώ,1
star/hadar,Χαντάρ,1
star/hamal,Χαμάλ,1
star/izar,Ιζάρ,1
star/kaus_australis,Κάους Αουστράλις,1
star/kochab,Κοτσάμπ,1
star/markab,Μαρκάμπ,1
star/menkar,Μενκάρ,1
star/merak,Μεράκ,1
star/mirach,Μιράχ,1
star/mirphak,Μιρφάκ,1
star/nunki,Νούνκι,1
star/phad,Φέκντα,1
star/polaris,Πολικός Αστέρας,1
star/polaris,Αστέρι του Βορρά,0
star/polaris,Πολικός Αστέρας,0
star/pollux,Πολυδεύκης,1
star/procyon,Προκύων,1
star/rasalhague,Ρας Αλχάγκ,1
star/regulus,Βασιλίσκος,1
star/rigel,Ρίγκελ,1
star/rigil_kentaurus_a,Άλφα Κενταύρου,1
star/rigil_kentaurus_a,Άλφα Κενταύρου,0
star/rigil_kentaurus_a,Άλφα Κενταύρου,0
star/rigil_kentaurus_a,Ρίγκιλ,0
star/saiph,Σάιφ,1
star/scheat,Σχεάτ,1
star/shaula,Σάουλα,1
star/shedir,Σεντίρ,1
star/sirius,Σείριος,1
star/sirius,Σείριος,0
star/spica,Στάχυς,1
star/unukalhai,Ουνουκαλχάι,1
star/vega,Βέγας,1
star/vindemiatrix,Προτρυγετήρ,1
