object_id,name,is_primary
dso/sculptor_galaxy,雕塑家星系,1
dso/sculptor_galaxy,銀幣星系,0
dso/sculptor_galaxy,銀幣星系,0
dso/sgr_a_star,人馬座 A*,1
dso/sgr_a_star,人馬座 A*,0
dso/sgr_a_star,銀河中心,0
dso/sgr_a_star,黑洞,0
dso/smc,小麥哲倫星系,1
dso/smc,Nubecula Minor,0
dso/t_crb,冠北冕座T星,1
dso/t_crb,熾焰星,0
dso/tarantula_nebula,蜘蛛星雲,1
dso/tarantula_nebula,30 Doradus,0
dso/willman_1,Willman 1,1
dso/willman_1,貝絲·威爾曼星系,0
dso/m17,M17 天鵝星雲,1
dso/m22,M22 人馬座星團,1
dso/m77,M77 鯨魚A星系,1
dso/m87,M87 室女A星系,1
dso/v838_mon,麒麟座 V838 變星,1
moon/ariel,天衛一,1
moon/callisto,木衛四,1
moon/deimos,火衛二,1
moon/dione,土衛四,1
moon/europa,木衛二,1
moon/ganymede,木衛三,1
moon/iapetus,土衛八,1
moon/io,木衛一,1
moon/oberon,天衛四,1
moon/phobos,火衛一,1
moon/rhea,土衛五,1
moon/tethys,土衛三,1
moon/titan,土衛六,1
moon/titania,天衛三,1
moon/triton,海衛一,1
moon/umbriel,天衛二,1
planet/jupiter,木星,1
planet/mars,火星,1
planet/mercury,水星,1
planet/moon,月球,1
planet/neptune,海王星,1
planet/pluto,冥王星,1
planet/saturn,土星,1
planet/sun,太陽,1
planet/uranus,天王星,1
planet/venus,金星,1
shower/aquariids,寶瓶座η流星雨,1
shower/deltaaquariids,寶瓶座δ南流星雨,1
shower/geminids,雙子座流星雨,1
shower/leonids,獅子座流星雨,1
shower/lyrids,天琴座流星雨,1
shower/orionids,獵戶座流星雨,1
shower/perseids,英仙座流星雨,1
shower/puppidvelids,船尾/船帆座流星雨,1
shower/quadrantids,象限儀座流星雨,1
shower/ursids,小熊座流星雨,1
star/achernar,水委一,1
star/acrux,十字架二,1
star/adhara,弧矢七,1
star/alcyone,昂宿六,1
star/aldebaran,畢宿五,1
star/alderamin,天鉤五,1
star/algenib,壁宿一,1
star/algieba,軒轅十二,1
star/algol,大陵五,1
star/alhena,井宿三,1
star/alioth,玉衡,1
star/alkaid,搖光,1
star/alnair,鶴一,1
star/alnath,五車五,1
star/alnilam,參宿二,1
star/alphard,星宿一,1
star/alphekka,貫索四,1
star/alpheratz,壁宿二,1
star/altair,牛郎星,1
star/ankaa,火鳥六,1
star/antares,心宿二,1
star/arcturus,大角星,1
star/arneb,廁一,1
star/betelgeuse,參宿四,1
star/canopus,老人星,1
star/capella,五車二,1
star/caph,王良一,1
star/castor,北河二,1
star/deneb,天津四,1
star/denebola,五帝座一,1
star/diphda,土司空,1
star/dubhe,天樞,1
star/e_lyrae,織女二,1
star/enif,危宿三,1
star/etamin,天棓四,1
star/fomalhaut,北落師門,1
star/hadar,馬腹一,1
star/hamal,婁宿三,1
star/izar,梗河一,1
star/kaus_australis,箕宿三,1
star/kochab,北極二,1
star/markab,室宿一,1
star/menkar,天囷一,1
star/merak,天璇,1
star/mirach,奎宿九,1
star/mirphak,天船三,1
star/nunki,斗宿四,1
star/phad,天璣,1
star/polaris,勾陳一,1
star/polaris,北極星,0
star/polaris,極星,0
star/pollux,北河三,1
star/procyon,南河三,1
star/rasalhague,候星,1
star/regulus,軒轅十四,1
star/rigel,參宿七,1
star/rigil_kentaurus_a,南門二,1
star/rigil_kentaurus_a,南門二,0
star/rigil_kentaurus_a,南門二,0
star/rigil_kentaurus_a,南門二,0
star/saiph,參宿六,1
star/scheat,室宿二,1
star/shaula,尾宿八,1
star/shedir,王良四,1
star/sirius,天狼星,1
star/sirius,天狼星,0
star/spica,角宿一,1
star/unukalhai,天市右垣七,1
star/vega,織女星,1
star/vindemiatrix,太微左垣四,1
