object_id,name,is_primary
dso/sgr_a_star,人马座 A*,0
dso/sgr_a_star,银河系中心,0
dso/sgr_a_star,黑洞,0
dso/smc,小麦哲伦星云,1
dso/smc,Nubecula Minor,0
dso/t_crb,北冕座T星,1
dso/t_crb,耀星,0
dso/tarantula_nebula,蜘蛛星云,1
dso/tarantula_nebula,30 Dor,0
dso/willman_1,Willman 1,1
dso/willman_1,贝丝·威尔曼星系,0
dso/m17,M17 天鹅星云,1
dso/m22,M22 人马座星团,1
dso/m77,M77 鲸鱼A星系,1
dso/m87,M87 室女A星系,1
dso/v838_mon,麒麟座 V838 变星,1
moon/ariel,天卫一,1
moon/callisto,木卫四,1
moon/deimos,火卫二,1
moon/dione,土卫四,1
moon/europa,木卫二,1
moon/ganymede,木卫三,1
moon/iapetus,土卫八,1
moon/io,木卫一,1
moon/oberon,天卫四,1
moon/phobos,火卫一,1
moon/rhea,土卫五,1
moon/tethys,土卫三,1
moon/titan,土卫六,1
moon/titania,天卫三,1
moon/triton,海卫一,1
moon/umbriel,天卫二,1
planet/jupiter,木星,1
planet/mars,火星,1
planet/mercury,水星,1
planet/moon,月球,1
planet/neptune,海王星,1
planet/pluto,冥王星,1
planet/saturn,土星,1
planet/sun,太阳,1
planet/uranus,天王星,1
planet/venus,金星,1
shower/aquariids,水瓶座η流星雨,1
shower/deltaaquariids,水瓶座δ南流星雨,1
shower/geminids,双子座流星雨,1
shower/leonids,狮子座流星雨,1
shower/lyrids,天琴座流星雨,1
shower/orionids,猎户座流星雨,1
shower/perseids,英仙座流星雨,1
shower/puppidvelids,船尾/船帆座流星雨,1
shower/quadrantids,象限仪座流星雨,1
shower/ursids,小熊座流星雨,1
star/achernar,水委一（波江座 a）,1
star/acrux,十字架二（南十字座 α）,1
star/adhara,弧矢七（大犬座 ε）,1
star/alcyone,昴宿六（金牛座 η）,1
star/aldebaran,毕宿五（金牛座 α）,1
star/alderamin,天钩五（仙王座 α）,1
star/algenib,壁宿一（飞马座 γ）,1
star/algieba,轩辕十二（狮子座 γ）,1
star/algol,大陵五（英仙座 β）,1
star/alhena,井宿三（双子座 γ）,1
star/alioth,玉衡（大熊座 ε）,1
star/alkaid,摇光（大熊座 η）,1
star/alnair,鹤一（天鹤座 α）,1
star/alnath,五车五（金牛座 β）,1
star/alnilam,参宿二（猎户座 ε）,1
star/alphard,星宿一（长蛇座 α）,1
star/alphekka,贯索四（北冕座 α）,1
star/alpheratz,壁宿二（仙女座 α）,1
star/altair,河鼓二（天鹰座 α）,1
star/ankaa,火鸟六（凤凰座 α）,1
star/antares,心宿二（天蝎座 α）,1
star/arcturus,大角星（牧夫座 α）,1
star/arneb,厕一（天兔座 α）,1
star/betelgeuse,参宿四（猎户座 α）,1
star/canopus,老人星（船底座 α）,1
star/capella,五车二（御夫座 α）,1
star/caph,王良一（仙后座 β）,1
star/castor,北河二（双子座 α）,1
star/deneb,天津四（天鹅座 α）,1
star/denebola,五帝座一（狮子座 β）,1
star/diphda,土司空（鲸鱼座 β）,1
star/dubhe,天枢（大熊座 α）,1
star/e_lyrae,织女二,1
star/enif,危宿三（飞马座 ε）,1
star/etamin,天棓四（天龙座 γ）,1
star/fomalhaut,北落师门（南鱼座 α）,1
star/hadar,马腹一（半人马座 β）,1
star/hamal,娄宿三（白羊座 α）,1
star/izar,梗河一（牧夫座 ε）,1
star/kaus_australis,箕宿三（人马座 ε）,1
star/kochab,北极二（小熊座 β）,1
star/markab,室宿一（飞马座 α）,1
star/menkar,天囷一（鲸鱼座 α）,1
star/merak,天璇（大熊座 β）,1
star/mirach,奎宿九（仙女座 β）,1
star/mirphak,天船三（英仙座 α）,1
star/nunki,斗宿四（人马座 σ）,1
star/phad,天玑（大熊座 γ）,1
star/polaris,北极星（小熊座 α）,1
star/polaris,北极星（小熊座 α）,0
star/polaris,北极星（小熊座 α）,0
star/pollux,北河三（双子座 β）,1
star/procyon,南河三（小犬座 α）,1
star/rasalhague,侯（蛇夫座 α）,1
star/regulus,轩辕十四（狮子座 α）,1
star/rigel,参宿七（猎户座 β）,1
star/rigil_kentaurus_a,南門二,1
star/rigil_kentaurus_a,南門二,0
star/rigil_kentaurus_a,南門二（半人马座 α）,0
star/rigil_kentaurus_a,南門二（半人马座 α）,0
star/saiph,参宿六（猎户座 κ）,1
star/scheat,室宿二（飞马座 β）,1
star/shaula,尾宿八（天蝎座 λ）,1
star/shedir,王良四（仙后座 α）,1
star/sirius,天狼星（大犬座 α）,1
star/sirius,天狼星（大犬座 α）,0
star/spica,角宿一（室女座 α）,1
star/unukalhai,蜀，天市右垣七（巨蛇座 α）,1
star/vega,织女一（天琴座 α）,1
star/vindemiatrix,东次将，太微左垣四（室女座 ε）,1
